POA_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
POA6176,3,0,5,3,3,10,11,20,0,63,3,5,8,7,15,14,6,22,0,81,4,3,11,6,30,40,19,38,0,154,3,18,13,15,23,13,4,8,0,91,0,16,16,12,19,18,11,8,0,92,3,14,4,16,12,6,3,6,0,64,8,0,0,3,16,13,7,13,3,59,3,17,3,14,3,12,5,13,0,74,4,0,0,0,0,3,0,0,3,12,28,79,64,69,121,120,69,134,11,693
POA6180,3,0,7,16,32,43,34,64,0,205,23,30,21,39,52,57,39,46,0,306,18,17,21,23,83,99,63,135,10,477,18,54,53,63,54,29,17,28,3,307,8,32,39,44,62,59,19,23,5,296,10,56,30,32,33,20,13,19,0,223,29,3,5,17,33,23,23,111,5,245,14,64,27,23,29,22,12,61,4,261,3,0,0,3,5,8,4,7,4,34,127,258,214,257,391,359,222,484,38,2362
POA6181,0,0,0,3,4,0,7,17,0,33,0,0,3,3,3,10,3,3,0,29,3,4,0,4,15,10,9,4,0,56,0,4,4,10,3,3,3,4,0,27,0,7,8,7,8,5,3,3,0,36,0,6,3,3,3,0,3,0,0,19,3,0,0,0,9,4,0,5,0,19,0,0,0,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,7,13,26,19,30,47,39,26,47,0,234
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,3,9,0,12,5,18,3,16,0,72,0,7,7,3,5,6,8,3,0,44,12,4,6,12,15,16,4,40,0,109,0,13,11,10,6,6,5,0,3,48,4,11,7,9,10,3,3,0,0,44,0,14,3,5,4,8,3,7,0,42,3,3,0,3,8,3,5,19,0,48,5,12,11,3,10,3,5,10,0,56,0,3,0,0,0,0,0,9,5,18,26,61,44,50,64,70,40,110,6,481
POA6208,18,22,36,26,54,70,33,147,3,404,19,49,48,66,80,78,45,76,3,470,49,41,48,66,184,131,95,240,24,872,24,107,78,86,54,46,23,41,4,459,17,62,69,75,82,69,26,32,6,437,15,146,78,72,43,41,18,25,0,429,46,25,30,27,135,42,92,223,17,624,31,113,83,69,66,58,34,72,14,540,5,4,3,5,9,12,9,22,16,85,220,568,465,491,698,541,382,872,85,4322
POA6209,0,7,3,4,7,10,9,19,0,66,3,3,7,13,8,15,6,13,0,73,13,11,9,9,35,36,11,20,6,152,0,15,20,11,10,10,3,0,0,67,8,15,16,11,10,12,4,4,0,90,4,23,11,12,15,9,0,5,3,76,7,9,3,5,28,15,15,30,0,104,6,33,14,17,6,6,4,12,0,99,0,3,0,0,0,0,0,3,8,14,40,110,83,85,120,124,49,112,10,737
POA6210,82,110,119,142,328,507,301,723,20,2342,180,317,367,471,656,703,377,564,26,3663,234,236,283,404,1004,994,581,1204,97,5037,159,621,534,680,481,268,160,218,47,3160,123,440,390,421,686,439,191,214,29,2940,98,810,458,430,430,201,103,183,43,2753,213,113,119,157,466,259,293,966,56,2635,122,749,387,362,371,287,162,457,54,2952,43,40,23,23,47,45,20,61,137,441,1244,3439,2687,3082,4474,3703,2185,4600,504,25923
POA6211,10,14,13,24,30,58,25,94,3,276,19,31,57,61,58,64,32,68,3,385,26,33,25,51,100,107,63,181,4,597,14,67,48,45,40,23,9,15,6,273,14,54,78,47,68,39,10,36,0,341,10,74,56,39,33,17,12,12,9,260,31,18,12,14,36,21,26,130,5,288,13,65,35,34,39,25,15,56,9,287,0,0,0,3,4,3,0,8,21,43,148,357,323,311,408,355,197,598,60,2759
POA6213,0,8,5,7,3,10,5,14,0,54,0,3,4,9,8,3,3,9,0,40,5,4,3,3,6,12,3,12,0,37,0,4,8,3,3,4,3,3,4,32,3,5,0,3,3,3,0,0,0,19,0,12,0,0,0,0,0,0,0,17,3,0,3,3,5,3,4,29,4,53,3,13,11,3,5,9,8,3,0,58,0,0,0,0,0,0,0,0,4,3,17,46,34,27,31,45,26,67,11,306
POA6214,0,11,8,5,3,10,3,15,0,60,0,5,0,3,3,7,0,6,0,20,3,3,3,3,17,6,9,21,0,63,3,9,4,4,0,6,0,0,0,20,0,10,4,9,0,4,0,0,0,26,0,12,4,0,4,0,0,4,0,22,6,3,0,3,15,3,5,17,0,46,3,8,8,12,4,0,3,3,0,43,0,0,0,3,0,0,0,0,3,9,17,50,36,35,49,34,22,65,3,311
POA6215,4,9,5,15,22,26,15,70,0,173,13,17,19,12,20,23,9,20,5,135,27,19,25,20,88,61,37,94,11,367,12,33,33,34,28,24,12,10,5,190,6,23,30,19,17,21,4,16,0,146,7,26,16,15,5,14,3,12,5,105,20,14,13,11,66,19,27,92,10,264,19,43,24,35,41,19,15,18,9,218,0,3,0,0,3,3,0,6,12,31,111,190,166,165,291,209,128,328,50,1626
POA6218,3,0,3,0,0,4,0,12,0,30,0,0,0,0,3,0,0,0,0,12,3,3,3,0,3,3,0,6,0,22,0,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,8,0,0,0,3,3,0,5,7,0,26,3,4,0,3,7,3,0,0,0,25,0,0,0,0,0,0,0,0,5,7,9,14,16,18,17,18,10,29,5,146
POA6220,10,20,24,26,20,32,24,98,5,264,11,17,12,16,20,25,15,39,0,154,15,14,25,22,66,72,69,55,8,345,10,36,21,34,24,18,11,8,4,163,8,33,33,38,35,18,7,12,0,186,3,31,24,21,11,10,9,9,0,116,19,6,7,5,37,26,34,76,4,223,24,77,30,91,93,61,33,71,4,478,0,3,0,0,3,3,3,0,14,29,97,240,174,264,307,263,202,380,37,1964
POA6221,0,11,4,0,7,6,0,11,0,30,0,0,3,0,3,4,3,0,0,19,0,4,0,3,3,0,3,7,0,18,0,0,5,0,0,0,0,0,0,8,0,3,5,0,4,3,3,0,0,16,3,5,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,4,7,3,5,6,0,0,3,0,23,0,0,0,0,0,0,0,0,0,3,9,20,20,13,21,13,8,28,10,138
POA6223,3,4,0,0,0,3,3,13,0,32,7,3,0,0,0,0,0,3,3,17,0,0,0,0,0,3,0,9,0,18,0,0,0,3,3,0,0,0,0,11,0,4,3,0,5,0,0,0,0,10,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,3,4,4,3,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,16,13,9,13,15,18,3,30,3,110
POA6224,0,3,7,6,3,6,10,28,0,68,4,3,0,3,4,7,3,4,0,38,4,3,9,9,11,24,12,18,0,89,7,11,4,11,4,3,0,3,4,52,4,8,7,8,13,10,3,6,0,58,0,13,7,12,6,3,0,6,0,44,5,3,3,0,11,3,13,32,4,72,3,18,4,11,9,5,4,11,3,71,0,0,0,0,0,4,0,0,4,17,30,60,42,63,77,64,43,99,18,495
POA6225,12,20,20,33,40,32,26,89,3,270,17,20,36,37,47,51,42,42,4,304,42,43,41,36,123,106,189,189,9,783,25,75,78,76,28,27,22,17,3,347,16,58,56,45,75,33,32,13,3,331,9,81,51,39,41,13,8,19,11,266,37,21,10,15,27,51,272,124,20,577,26,125,62,68,64,52,34,45,19,495,5,4,4,6,6,3,7,5,22,65,184,446,359,356,453,365,620,552,83,3425
POA6226,0,5,4,9,9,11,9,20,0,68,7,6,12,5,7,12,7,6,0,62,8,0,0,3,18,23,21,28,3,99,4,7,4,5,0,0,3,5,4,37,0,12,17,10,4,3,6,0,0,51,0,14,4,5,3,3,0,0,0,34,0,0,0,0,5,8,7,9,0,32,0,12,0,6,4,6,3,3,0,42,0,0,0,0,0,0,0,0,0,4,20,55,38,44,54,72,59,75,9,428
POA6227,6,0,3,3,3,10,12,18,0,56,0,4,6,13,9,4,11,10,0,51,3,3,0,4,12,18,11,23,0,74,0,5,7,3,3,3,0,0,0,25,0,14,3,3,9,9,4,0,0,46,0,4,10,0,3,0,0,0,0,20,4,4,4,3,3,9,3,12,0,38,0,12,3,4,10,0,3,6,0,37,0,0,0,0,0,0,0,0,0,3,13,49,38,41,47,56,53,63,3,359
POA6228,0,0,0,3,0,3,3,9,0,17,0,3,0,3,0,0,0,0,0,6,0,0,3,3,5,0,3,3,0,18,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,14,0,0,3,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,4,9,5,15,12,8,9,24,3,82
POA6229,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,3,0,6,3,0,3,4,0,0,3,10,0,14,0,3,3,3,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,8,7,10,10,9,11,18,0,72
POA6230,73,65,59,121,246,359,258,567,15,1750,147,262,340,389,644,632,395,507,25,3340,134,175,158,244,581,766,552,744,58,3411,74,378,366,468,327,179,96,116,36,2034,79,293,302,325,566,325,151,150,16,2204,70,551,279,280,265,151,117,125,25,1865,104,70,73,83,202,236,289,518,27,1602,116,590,296,374,403,266,165,257,41,2510,28,24,19,21,41,41,21,41,74,300,813,2402,1891,2303,3268,2960,2035,3026,323,19024
POA6232,13,17,9,27,65,81,68,79,3,359,29,48,58,71,92,96,65,73,5,534,58,49,41,57,189,235,148,257,20,1053,28,96,101,142,73,37,25,30,4,529,23,68,83,99,140,71,38,39,0,575,27,166,94,80,89,32,30,27,11,561,43,15,15,24,76,75,135,214,7,600,21,124,61,97,97,72,53,68,17,614,6,7,3,6,9,17,6,14,18,80,243,581,466,606,834,713,557,810,85,4897
POA6233,26,38,30,62,109,134,97,227,10,725,63,106,126,161,182,224,138,190,5,1199,71,58,91,80,258,369,286,457,21,1706,37,167,158,173,120,88,41,63,12,860,37,146,154,156,251,131,68,77,8,1028,37,275,132,131,125,72,33,65,16,893,62,30,27,31,91,114,179,318,8,865,57,229,110,123,143,91,82,139,18,998,10,7,6,4,12,20,14,27,34,133,399,1048,832,928,1293,1248,948,1568,136,8402
POA6236,4,10,24,25,18,18,23,69,0,193,12,19,19,23,22,24,17,31,3,171,4,11,7,12,24,30,25,40,8,174,4,22,20,17,10,4,0,11,3,97,3,16,28,22,26,14,13,5,3,128,0,26,20,12,8,10,0,7,0,80,8,4,8,4,13,9,21,39,0,100,7,21,11,12,14,13,4,8,3,92,0,0,0,0,0,3,4,3,0,9,49,136,135,121,135,123,110,208,16,1042
POA6237,10,22,10,7,18,35,24,63,0,186,5,12,28,23,21,22,24,27,0,172,13,11,11,17,33,52,31,62,3,229,4,16,18,30,14,19,0,6,0,109,7,23,23,37,35,20,3,10,0,164,3,25,11,17,17,9,3,8,0,90,11,0,9,13,14,8,17,39,0,114,3,25,17,28,26,13,8,24,0,146,0,0,0,0,4,0,0,4,7,20,61,139,116,173,188,183,111,254,12,1238
POA6239,13,12,14,21,22,44,33,120,4,282,13,29,30,32,36,40,27,43,0,249,24,22,24,21,44,58,39,83,3,315,11,25,27,38,21,21,10,19,0,170,7,28,29,32,32,29,14,17,3,188,8,34,21,22,24,9,4,17,0,138,16,6,22,15,22,28,27,81,9,222,17,65,28,34,29,30,18,33,3,254,6,0,0,3,3,5,3,5,6,31,111,221,196,218,221,259,175,409,37,1852
POA6240,0,3,0,3,6,0,3,3,0,18,3,4,0,0,0,0,0,0,0,10,0,0,0,0,4,3,0,4,0,18,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,14,4,13,9,7,8,13,0,69
POA6243,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,3,11,0,26
POA6244,13,22,17,18,8,19,20,119,3,245,11,3,7,8,7,11,5,15,0,54,5,4,5,11,0,16,3,17,0,67,4,12,4,3,3,3,3,3,0,33,7,8,3,11,12,0,3,4,0,49,0,3,6,8,8,7,0,0,0,33,0,3,3,3,4,8,0,18,0,44,3,17,11,14,9,10,7,23,0,91,7,0,0,0,0,0,0,0,3,10,48,75,59,80,38,78,42,207,15,645
POA6251,3,6,5,9,4,11,3,22,0,56,0,0,4,0,0,3,3,0,0,12,0,0,0,3,3,8,4,4,0,23,0,0,0,5,3,0,0,0,0,11,0,3,0,0,3,0,0,0,0,10,0,3,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,10,0,14,0,5,3,3,3,4,3,4,0,25,0,0,0,0,0,0,0,0,0,0,10,15,16,23,21,26,11,50,4,165
POA6252,0,0,0,0,0,8,3,7,0,21,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,3,0,3,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,3,0,3,4,13,8,6,0,10,5,16,0,68
POA6253,3,9,3,4,4,3,4,24,3,63,3,4,10,6,6,4,0,4,0,42,3,3,4,5,6,3,7,9,0,39,3,9,3,4,3,0,0,3,0,31,0,0,5,9,4,0,4,0,0,24,0,9,0,0,0,0,0,4,0,15,3,0,0,0,0,0,3,7,3,24,3,11,5,0,3,3,4,3,3,38,0,0,0,0,0,0,0,0,0,0,16,44,23,36,32,30,25,54,12,265
POA6254,0,0,3,3,0,4,0,12,0,16,3,0,0,0,0,5,0,3,0,18,5,0,0,3,0,8,7,14,0,34,3,3,0,4,3,0,0,0,0,15,0,0,0,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0,7,0,0,0,0,3,0,10,11,0,27,4,5,3,4,3,5,3,0,0,36,0,0,0,0,0,0,0,0,4,4,10,26,11,18,7,23,25,42,11,167
POA6255,3,25,18,23,26,45,15,84,3,249,13,35,37,38,25,38,18,30,0,239,17,12,19,27,50,49,33,61,3,266,10,51,35,32,17,3,13,12,3,164,10,30,23,34,32,19,14,8,0,167,7,31,29,25,15,16,7,5,3,137,16,8,9,8,17,19,20,87,0,189,11,55,36,24,20,17,13,21,0,194,0,4,0,3,4,0,0,6,12,26,78,254,208,204,207,208,129,309,31,1630
POA6256,0,3,0,5,5,9,3,28,0,50,0,4,6,6,3,3,3,7,0,29,0,3,3,4,3,5,6,19,0,38,0,4,5,3,0,3,0,0,0,20,0,3,3,0,0,0,0,0,0,9,0,5,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,6,0,11,3,9,8,8,3,0,0,0,4,30,0,0,0,0,0,0,0,0,4,5,3,36,20,29,21,22,17,55,10,213
POA6258,30,32,41,37,47,100,45,188,11,525,24,32,40,58,44,70,38,52,4,360,16,19,29,31,69,102,65,107,11,443,16,47,40,53,42,35,12,19,0,255,15,56,57,48,77,48,18,20,4,343,13,59,36,40,45,29,20,23,5,273,30,5,17,11,35,46,23,118,10,300,33,91,44,52,85,88,29,45,8,480,3,9,0,3,4,11,3,8,7,39,175,356,289,337,440,533,251,580,56,3016
POA6260,9,9,12,19,14,38,11,65,4,175,5,4,5,14,3,19,4,8,0,71,4,5,3,3,12,7,4,12,0,59,3,9,14,8,7,7,0,8,0,49,0,7,9,10,14,13,3,11,0,60,4,16,10,7,3,3,0,9,4,60,3,4,3,3,12,6,6,16,0,52,8,34,19,15,24,16,5,14,3,137,0,0,0,0,0,0,0,0,7,18,42,87,74,79,84,105,44,140,24,683
POA6262,10,3,11,13,3,19,8,33,0,105,0,4,6,6,0,5,0,0,0,30,0,4,7,3,5,12,3,3,0,33,0,10,6,3,0,0,0,0,0,32,0,0,5,4,3,0,0,0,0,23,0,3,0,4,0,0,0,0,0,7,0,0,0,3,0,3,3,11,0,22,6,13,4,10,4,5,3,9,0,50,0,0,0,0,0,0,0,0,0,3,17,38,36,44,15,48,21,65,5,298
POA6271,16,13,5,22,13,19,11,60,3,162,13,31,27,29,27,38,23,32,4,226,9,16,19,25,38,60,36,66,3,272,11,27,29,26,21,8,5,10,3,144,5,26,13,19,42,26,6,9,0,142,6,27,14,16,25,9,5,6,3,112,7,8,8,8,15,15,17,59,5,144,12,42,30,30,37,39,12,33,0,234,0,0,0,3,3,3,0,7,7,23,76,198,138,177,214,219,118,285,30,1452
POA6275,5,5,17,14,6,24,10,46,3,133,3,5,14,4,7,18,7,9,3,64,0,7,11,13,7,8,8,15,0,71,0,11,8,13,0,6,0,3,0,46,0,7,7,11,0,3,3,6,0,32,0,14,3,10,3,0,3,8,0,38,3,3,0,0,15,8,5,11,0,52,3,21,8,5,17,8,3,9,9,93,0,3,0,0,3,0,0,0,0,14,26,78,66,68,62,76,38,112,13,547
POA6280,86,96,81,123,171,269,194,482,10,1517,87,174,205,247,238,262,175,242,10,1632,94,114,120,212,381,496,272,466,35,2187,57,282,221,323,185,120,66,81,20,1363,36,209,236,215,270,193,95,96,11,1360,57,374,188,187,201,119,70,87,25,1309,81,57,63,68,100,92,90,342,17,907,82,398,221,232,202,160,89,175,40,1594,7,15,23,12,33,9,13,18,43,172,575,1720,1365,1608,1780,1733,1062,1994,213,12039
POA6281,27,37,25,42,60,73,59,150,3,474,44,75,96,80,69,103,63,82,4,622,50,33,51,61,108,137,82,142,12,675,18,98,59,71,46,31,21,18,3,361,15,85,60,64,45,50,15,14,0,349,17,79,44,68,42,41,13,29,7,343,20,14,11,11,12,11,18,84,7,178,12,86,35,76,42,48,18,39,4,367,5,3,7,0,3,4,5,7,16,43,211,511,385,479,421,493,286,569,62,3402
POA6282,8,12,12,10,11,17,15,37,0,123,7,25,20,24,11,31,9,22,3,149,3,19,12,18,5,23,8,28,0,110,3,15,7,12,5,3,0,0,0,55,0,11,17,9,5,6,0,4,0,49,4,13,15,9,6,3,0,9,0,50,3,5,0,4,3,0,0,12,0,27,4,21,5,10,3,4,5,12,0,61,0,3,0,0,0,0,0,0,0,3,30,119,81,94,47,90,41,123,7,632
POA6284,11,15,19,25,7,31,29,75,0,216,15,29,31,26,19,20,14,24,3,173,14,8,18,25,26,35,15,48,0,189,4,24,16,17,14,4,5,0,0,81,6,23,19,22,15,7,5,6,0,99,7,27,13,12,9,8,3,8,0,95,4,4,9,0,10,0,3,16,3,52,13,36,17,20,12,17,7,25,0,148,4,0,0,0,0,0,0,3,9,16,81,166,138,148,110,121,85,209,11,1067
POA6285,25,53,51,64,62,153,70,187,10,679,35,107,89,111,105,132,77,109,6,773,63,40,62,82,141,179,83,155,17,823,34,114,102,104,64,47,16,34,7,530,21,78,76,78,68,55,18,24,0,415,20,132,58,73,65,51,19,27,6,445,19,23,18,28,30,20,23,77,3,239,40,141,86,95,90,84,23,66,5,631,3,3,3,3,13,8,11,4,20,68,263,687,548,639,643,728,334,679,80,4604
POA6286,0,9,3,3,3,10,9,34,3,79,0,4,8,8,16,11,3,4,0,59,4,12,5,6,8,8,3,5,0,45,3,3,7,9,3,3,0,6,4,38,0,3,11,5,9,0,0,0,0,32,3,10,3,0,3,0,0,0,0,18,0,0,0,0,0,3,0,6,0,10,5,12,8,10,10,7,3,7,0,59,0,3,0,0,0,0,0,0,0,3,14,53,42,46,51,40,19,63,10,335
POA6288,3,5,6,6,0,22,8,46,0,98,3,6,4,3,0,8,6,3,0,29,0,3,3,3,4,0,0,5,0,32,0,0,8,5,0,5,3,0,0,15,0,4,0,5,3,0,0,0,3,17,0,6,0,3,0,0,0,3,0,11,0,0,0,0,5,3,0,3,0,13,4,6,8,9,11,3,0,9,0,53,0,0,0,0,0,0,0,0,0,0,14,38,29,33,27,35,19,71,7,278
POA6290,7,11,10,6,6,14,8,29,4,94,7,5,12,11,8,5,0,8,0,54,10,14,7,9,14,24,4,12,0,101,9,19,13,18,6,6,3,3,3,81,5,14,5,17,10,3,3,5,0,63,4,23,11,17,10,6,3,4,0,69,3,3,0,3,4,4,3,14,0,39,10,26,17,11,12,10,0,9,0,102,0,0,0,0,0,3,0,0,6,7,46,110,73,97,64,77,28,90,13,608
POA6302,12,13,12,12,15,34,33,119,7,253,5,26,19,33,24,31,21,36,0,190,12,18,14,27,27,30,12,48,5,195,8,27,19,31,26,21,9,14,3,158,0,43,21,29,19,21,22,15,0,162,3,29,18,17,18,21,3,6,0,125,11,3,9,11,4,9,18,50,4,122,4,44,19,21,21,23,18,33,0,180,3,0,3,0,5,4,0,0,4,18,74,198,133,186,157,189,135,318,17,1407
POA6304,4,16,9,19,12,23,15,82,0,175,4,8,6,3,5,16,4,12,3,63,3,13,7,9,10,20,7,33,3,107,3,15,7,15,4,6,3,8,0,61,0,14,10,20,6,8,0,3,0,69,0,9,4,10,3,0,4,7,0,38,12,4,3,7,8,13,6,29,0,78,5,11,13,9,3,15,4,10,0,69,0,0,0,0,0,0,0,0,0,5,31,85,59,87,59,102,46,172,12,662
POA6306,8,11,5,14,7,18,11,83,3,153,5,4,0,4,4,6,3,9,0,36,0,4,0,6,10,6,0,12,0,31,3,3,3,19,0,3,0,4,0,31,0,7,10,3,4,5,3,6,0,34,0,3,3,8,3,0,3,6,0,19,0,0,0,3,5,4,0,17,0,29,3,9,10,9,5,4,11,15,0,62,0,0,0,0,0,3,0,0,4,14,22,42,33,60,38,44,35,140,8,421
POA6308,10,16,13,14,4,28,21,103,3,209,3,5,6,6,3,3,10,8,0,48,3,11,11,4,6,19,13,18,0,82,4,10,6,12,0,3,3,7,0,44,6,13,6,9,9,8,8,4,0,65,0,8,4,3,3,4,0,7,0,25,13,11,3,3,8,10,0,25,0,73,3,11,5,7,9,22,8,13,0,79,0,0,0,0,3,0,0,4,9,11,37,81,57,53,43,92,56,186,15,630
POA6309,0,0,0,3,3,3,0,24,0,36,0,0,3,0,0,4,0,0,0,13,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,0,0,0,0,13,0,3,0,0,0,0,0,3,0,13,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,11,3,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,8,8,5,12,9,14,5,38,4,100
POA6311,4,6,3,5,3,6,10,38,0,77,0,4,3,7,3,9,8,4,0,31,0,0,0,7,7,9,12,6,0,44,3,6,3,3,3,0,0,0,0,22,0,0,0,6,5,3,0,0,0,26,0,0,0,0,8,0,0,3,0,16,0,4,0,0,3,3,0,9,0,27,0,5,0,0,6,3,4,10,0,31,0,0,0,0,0,0,0,0,0,4,12,30,18,26,35,35,33,73,4,268
POA6312,13,18,12,20,29,46,35,115,0,284,13,17,36,34,65,73,41,53,0,331,19,26,20,23,43,99,43,54,3,326,13,36,40,51,33,30,21,20,4,250,9,37,29,26,44,27,13,16,7,198,9,28,23,16,27,31,19,18,3,166,5,4,15,6,20,28,10,43,0,135,36,43,23,26,28,37,16,32,5,258,3,0,0,0,0,3,3,0,16,33,126,210,196,196,286,369,198,356,40,1979
POA6313,0,0,0,0,0,8,3,16,0,29,4,0,0,6,0,3,3,4,0,22,0,0,0,0,3,3,0,4,0,15,0,0,0,4,0,0,0,0,0,5,0,3,3,3,3,3,0,0,0,18,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,3,3,9,0,18,3,0,3,3,3,7,0,3,0,16,0,0,0,0,0,0,0,0,0,0,9,5,7,12,7,30,11,31,0,123
POA6315,6,5,12,22,10,27,23,112,0,216,12,10,13,12,10,11,3,16,0,82,4,5,6,5,3,29,9,34,0,101,5,19,9,16,10,7,0,5,3,78,0,9,11,15,12,18,7,4,0,75,0,17,7,10,3,11,4,6,0,55,11,7,7,7,6,19,12,24,0,84,3,30,9,8,4,18,10,5,3,99,0,0,0,0,0,0,0,5,5,13,40,108,77,93,62,143,71,203,12,808
POA6316,5,0,4,0,4,7,10,40,0,71,4,3,0,0,3,4,0,3,0,15,0,0,3,3,0,5,4,3,0,17,0,0,0,3,4,0,0,0,0,8,0,0,3,0,0,0,0,3,0,10,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,7,0,16,0,3,3,0,0,0,3,4,0,17,0,0,0,0,0,0,0,0,0,0,15,11,15,17,23,22,11,57,0,174
POA6317,9,15,9,12,22,54,32,121,0,276,9,15,11,22,53,56,26,32,0,218,15,15,11,21,43,60,46,45,0,250,14,13,18,39,23,17,3,13,3,143,3,13,27,25,36,31,10,14,0,163,4,32,13,22,20,28,18,7,4,149,4,10,12,3,14,22,13,34,0,110,22,51,29,42,139,49,45,37,9,424,3,3,0,0,4,4,0,7,17,38,79,170,137,198,354,323,186,301,35,1780
POA6318,3,7,0,11,7,8,15,41,0,82,0,4,3,4,0,3,0,3,0,18,0,0,3,3,7,10,4,10,3,35,3,0,3,6,0,0,0,0,0,14,0,5,4,9,10,5,3,0,0,35,0,3,0,0,0,0,0,0,0,14,0,0,0,0,4,0,3,0,0,12,0,0,8,3,3,3,0,8,0,27,0,0,0,0,0,0,0,0,4,7,14,23,14,32,25,34,31,68,6,243
POA6320,4,3,3,7,3,13,10,60,0,109,0,0,3,0,0,5,0,5,0,17,4,0,3,0,0,5,0,3,0,20,3,4,3,5,0,5,0,0,3,27,3,6,0,4,10,0,0,0,0,24,0,0,3,0,0,3,0,0,0,5,0,0,0,3,0,3,3,7,0,17,0,0,4,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,4,20,18,21,19,16,34,24,82,3,222
